ds,y,yhat,sum
2015-10-30,2122.044,0.0,2122.044
2015-10-31,3211.009,0.0,3211.009
2015-11-01,3106.1059999999998,0.0,3106.1059999999998
2015-11-02,5528.551,0.0,5528.551
2015-11-03,2800.846,0.0,2800.846
2015-11-04,0.0,0.0,0.0
2015-11-05,834.874,0.0,834.874
2015-11-06,11.481,0.0,11.481
2015-11-07,3073.073,0.0,3073.073
2015-11-08,12196.997,0.0,12196.997
2015-11-09,4620.2919999999995,0.0,4620.2919999999995
2015-11-10,3536.904,0.0,3536.904
2015-11-11,542.178,0.0,542.178
2015-11-12,1127.992,0.0,1127.992
2015-11-13,3591.0771999999997,0.0,3591.0771999999997
2015-11-14,2512.71,0.0,2512.71
2015-11-15,702.17,0.0,702.17
2015-11-16,4072.334,0.0,4072.334
2015-11-17,3885.986,0.0,3885.986
2015-11-18,0.0,0.0,0.0
2015-11-19,1040.784,0.0,1040.784
2015-11-20,2861.15,0.0,2861.15
2015-11-21,3613.5748,0.0,3613.5748
2015-11-22,614.499,0.0,614.499
2015-11-23,3450.1879999999996,0.0,3450.1879999999996
2015-11-24,1218.7640000000001,0.0,1218.7640000000001
2015-11-25,13.12,0.0,13.12
2015-11-26,1484.0819999999999,0.0,1484.0819999999999
2015-11-27,3109.7835,0.0,3109.7835
2015-11-28,1864.482,0.0,1864.482
2015-11-29,2760.168,0.0,2760.168
2015-11-30,1798.3970000000002,0.0,1798.3970000000002
2015-12-01,7130.594,0.0,7130.594
2015-12-02,0.0,0.0,0.0
2015-12-03,1972.645,0.0,1972.645
2015-12-04,5185.814,0.0,5185.814
2015-12-05,897.322,0.0,897.322
2015-12-06,6061.502,0.0,6061.502
2015-12-07,1338.298,0.0,1338.298
2015-12-08,2672.728,0.0,2672.728
2015-12-09,34.02,0.0,34.02
2015-12-10,3080.38,0.0,3080.38
2015-12-11,1590.894,0.0,1590.894
2015-12-12,1448.854,0.0,1448.854
2015-12-13,1023.386,0.0,1023.386
2015-12-14,858.304,0.0,858.304
2015-12-15,5494.796,0.0,5494.796
2015-12-16,4.98,0.0,4.98
2015-12-17,1918.492,0.0,1918.492
2015-12-18,935.288,0.0,935.288
2015-12-19,6120.656,0.0,6120.656
2015-12-20,1107.464,0.0,1107.464
2015-12-21,3257.7599999999998,0.0,3257.7599999999998
2015-12-22,473.313,0.0,473.313
2015-12-23,194.32,0.0,194.32
2015-12-24,7484.566000000001,0.0,7484.566000000001
2015-12-25,4204.968,0.0,4204.968
2015-12-26,561.486,0.0,561.486
2015-12-27,5148.4472,0.0,5148.4472
2015-12-28,79.2,0.0,79.2
2015-12-29,6.36,0.0,6.36
2015-12-30,3251.34,0.0,3251.34
2015-12-31,1381.344,0.0,1381.344
2016-01-01,0.0,0.0,0.0
2016-01-02,405.91999999999996,0.0,405.91999999999996
2016-01-03,2095.83,0.0,2095.83
2016-01-04,1069.22,0.0,1069.22
2016-01-05,255.904,0.0,255.904
2016-01-06,0.0,0.0,0.0
2016-01-07,83.576,0.0,83.576
2016-01-08,1859.1580000000001,0.0,1859.1580000000001
2016-01-09,743.0459999999999,0.0,743.0459999999999
2016-01-10,174.75,0.0,174.75
2016-01-11,149.444,0.0,149.444
2016-01-12,0.0,0.0,0.0
2016-01-13,0.0,0.0,0.0
2016-01-14,405.344,0.0,405.344
2016-01-15,701.923,0.0,701.923
2016-01-16,102.21799999999999,0.0,102.21799999999999
2016-01-17,1040.55,0.0,1040.55
2016-01-18,0.0,0.0,0.0
2016-01-19,0.0,0.0,0.0
2016-01-20,0.0,0.0,0.0
2016-01-21,1167.056,0.0,1167.056
2016-01-22,917.63,0.0,917.63
2016-01-23,1732.3,0.0,1732.3
2016-01-24,31.36,0.0,31.36
2016-01-25,858.712,0.0,858.712
2016-01-26,0.0,0.0,0.0
2016-01-27,0.0,0.0,0.0
2016-01-28,39.68,0.0,39.68
2016-01-29,0.0,0.0,0.0
2016-01-30,3107.316,0.0,3107.316
2016-01-31,1601.5539999999999,0.0,1601.5539999999999
2016-02-01,161.97,0.0,161.97
2016-02-02,8996.784,0.0,8996.784
2016-02-03,866.4,0.0,866.4
2016-02-04,197.868,0.0,197.868
2016-02-05,2994.476,0.0,2994.476
2016-02-06,132.224,0.0,132.224
2016-02-07,762.142,0.0,762.142
2016-02-08,1369.476,0.0,1369.476
2016-02-09,121.83,0.0,121.83
2016-02-10,0.0,0.0,0.0
2016-02-11,69.93,0.0,69.93
2016-02-12,1366.04,0.0,1366.04
2016-02-13,146.82,0.0,146.82
2016-02-14,837.921,0.0,837.921
2016-02-15,407.072,0.0,407.072
2016-02-16,1135.638,0.0,1135.638
2016-02-17,0.0,0.0,0.0
2016-02-18,0.0,0.0,0.0
2016-02-19,392.65999999999997,0.0,392.65999999999997
2016-02-20,16.496,0.0,16.496
2016-02-21,1524.126,0.0,1524.126
2016-02-22,983.17,0.0,983.17
2016-02-23,57.576,0.0,57.576
2016-02-24,0.0,0.0,0.0
2016-02-25,46.72,0.0,46.72
2016-02-26,0.0,0.0,0.0
2016-02-27,243.892,0.0,243.892
2016-02-28,36.48,0.0,36.48
2016-02-29,111.104,0.0,111.104
2016-03-01,6285.8060000000005,0.0,6285.8060000000005
2016-03-02,0.0,0.0,0.0
2016-03-03,7264.422,0.0,7264.422
2016-03-04,315.45,0.0,315.45
2016-03-05,162.344,0.0,162.344
2016-03-06,811.303,0.0,811.303
2016-03-07,21.072,0.0,21.072
2016-03-08,2190.81,0.0,2190.81
2016-03-09,635.6,0.0,635.6
2016-03-10,7879.734,0.0,7879.734
2016-03-11,896.0219999999999,0.0,896.0219999999999
2016-03-12,1694.6419999999998,0.0,1694.6419999999998
2016-03-13,8866.882,0.0,8866.882
2016-03-14,669.3679999999999,0.0,669.3679999999999
2016-03-15,2356.808,0.0,2356.808
2016-03-16,0.0,0.0,0.0
2016-03-17,2360.3340000000003,0.0,2360.3340000000003
2016-03-18,1061.682,0.0,1061.682
2016-03-19,138.68,0.0,138.68
2016-03-20,928.311,0.0,928.311
2016-03-21,645.7059999999999,0.0,645.7059999999999
2016-03-22,226.46800000000002,0.0,226.46800000000002
2016-03-23,0.0,0.0,0.0
2016-03-24,745.774,0.0,745.774
2016-03-25,1346.97,0.0,1346.97
2016-03-26,682.246,0.0,682.246
2016-03-27,92.69999999999999,0.0,92.69999999999999
2016-03-28,125.30000000000001,0.0,125.30000000000001
2016-03-29,2659.339,0.0,2659.339
2016-03-30,11.34,0.0,11.34
2016-03-31,640.762,0.0,640.762
2016-04-01,2161.48,0.0,2161.48
2016-04-02,1454.9,0.0,1454.9
2016-04-03,441.198,0.0,441.198
2016-04-04,970.194,0.0,970.194
2016-04-05,1046.3339999999998,0.0,1046.3339999999998
2016-04-06,1294.75,0.0,1294.75
2016-04-07,1970.574,0.0,1970.574
2016-04-08,2906.404,0.0,2906.404
2016-04-09,1115.197,0.0,1115.197
2016-04-10,950.594,0.0,950.594
2016-04-11,0.0,0.0,0.0
2016-04-12,1542.53,0.0,1542.53
2016-04-13,6.12,0.0,6.12
2016-04-14,1466.572,0.0,1466.572
2016-04-15,2201.8559999999998,0.0,2201.8559999999998
2016-04-16,9335.086000000001,0.0,9335.086000000001
2016-04-17,421.08500000000004,0.0,421.08500000000004
2016-04-18,2514.538,0.0,2514.538
2016-04-19,1414.132,0.0,1414.132
2016-04-20,0.0,0.0,0.0
2016-04-21,271.616,0.0,271.616
2016-04-22,1765.4650000000001,0.0,1765.4650000000001
2016-04-23,720.368,0.0,720.368
2016-04-24,1607.1,0.0,1607.1
2016-04-25,108.42,0.0,108.42
2016-04-26,434.646,0.0,434.646
2016-04-27,0.0,0.0,0.0
2016-04-28,486.672,0.0,486.672
2016-04-29,0.0,0.0,0.0
2016-04-30,142.208,0.0,142.208
2016-05-01,517.866,0.0,517.866
2016-05-02,1098.136,0.0,1098.136
2016-05-03,1099.013,0.0,1099.013
2016-05-04,0.0,0.0,0.0
2016-05-05,2701.28,0.0,2701.28
2016-05-06,236.96,0.0,236.96
2016-05-07,4835.976,0.0,4835.976
2016-05-08,1340.2440000000001,0.0,1340.2440000000001
2016-05-09,1283.512,0.0,1283.512
2016-05-10,763.0200000000001,0.0,763.0200000000001
2016-05-11,5.98,0.0,5.98
2016-05-12,918.878,0.0,918.878
2016-05-13,0.0,0.0,0.0
2016-05-14,455.93,0.0,455.93
2016-05-15,648.9119999999999,0.0,648.9119999999999
2016-05-16,880.4599999999999,0.0,880.4599999999999
2016-05-17,346.922,0.0,346.922
2016-05-18,122.22,0.0,122.22
2016-05-19,1582.008,0.0,1582.008
2016-05-20,2471.913,0.0,2471.913
2016-05-21,2718.2140000000004,0.0,2718.2140000000004
2016-05-22,1799.2,0.0,1799.2
2016-05-23,10560.978000000001,0.0,10560.978000000001
2016-05-24,277.756,0.0,277.756
2016-05-25,1311.97,0.0,1311.97
2016-05-26,1975.356,0.0,1975.356
2016-05-27,5305.078,0.0,5305.078
2016-05-28,2137.324,0.0,2137.324
2016-05-29,1063.185,0.0,1063.185
2016-05-30,8090.578,0.0,8090.578
2016-05-31,438.85900000000004,0.0,438.85900000000004
2016-06-01,0.0,0.0,0.0
2016-06-02,157.844,0.0,157.844
2016-06-03,71.088,0.0,71.088
2016-06-04,2316.5229999999997,0.0,2316.5229999999997
2016-06-05,659.82,0.0,659.82
2016-06-06,6026.312,0.0,6026.312
2016-06-07,51.562,0.0,51.562
2016-06-08,0.0,0.0,0.0
2016-06-09,1688.4720000000002,0.0,1688.4720000000002
2016-06-10,1412.3960000000002,0.0,1412.3960000000002
2016-06-11,1623.416,0.0,1623.416
2016-06-12,2962.563,0.0,2962.563
2016-06-13,430.43800000000005,0.0,430.43800000000005
2016-06-14,3457.099,0.0,3457.099
2016-06-15,173.488,0.0,173.488
2016-06-16,147.27499999999998,0.0,147.27499999999998
2016-06-17,3000.92,0.0,3000.92
2016-06-18,541.938,0.0,541.938
2016-06-19,17.12,0.0,17.12
2016-06-20,1229.548,0.0,1229.548
2016-06-21,577.108,0.0,577.108
2016-06-22,0.0,0.0,0.0
2016-06-23,2475.094,0.0,2475.094
2016-06-24,5310.952,0.0,5310.952
2016-06-25,893.266,0.0,893.266
2016-06-26,1919.6000000000001,0.0,1919.6000000000001
2016-06-27,778.7059999999999,0.0,778.7059999999999
2016-06-28,877.156,0.0,877.156
2016-06-29,191.88,0.0,191.88
2016-06-30,1352.9499999999998,0.0,1352.9499999999998
2016-07-01,1724.376,0.0,1724.376
2016-07-02,772.786,0.0,772.786
2016-07-03,847.6999999999999,0.0,847.6999999999999
2016-07-04,1651.301,0.0,1651.301
2016-07-05,0.0,0.0,0.0
2016-07-06,0.0,0.0,0.0
2016-07-07,3882.2309999999998,0.0,3882.2309999999998
2016-07-08,2616.512,0.0,2616.512
2016-07-09,573.286,0.0,573.286
2016-07-10,895.895,0.0,895.895
2016-07-11,0.0,0.0,0.0
2016-07-12,95.76,0.0,95.76
2016-07-13,0.0,0.0,0.0
2016-07-14,2149.96,0.0,2149.96
2016-07-15,380.2,0.0,380.2
2016-07-16,910.17,0.0,910.17
2016-07-17,2184.88,0.0,2184.88
2016-07-18,2891.858,0.0,2891.858
2016-07-19,1536.454,0.0,1536.454
2016-07-20,89.95,0.0,89.95
2016-07-21,991.095,0.0,991.095
2016-07-22,1368.048,0.0,1368.048
2016-07-23,654.587,0.0,654.587
2016-07-24,326.964,0.0,326.964
2016-07-25,5920.488,0.0,5920.488
2016-07-26,0.0,0.0,0.0
2016-07-27,0.0,0.0,0.0
2016-07-28,2033.374,0.0,2033.374
2016-07-29,819.154,0.0,819.154
2016-07-30,1770.7759999999998,0.0,1770.7759999999998
2016-07-31,2174.1580000000004,0.0,2174.1580000000004
2016-08-01,1124.648,0.0,1124.648
2016-08-02,482.584,0.0,482.584
2016-08-03,248.82,0.0,248.82
2016-08-04,497.90999999999997,0.0,497.90999999999997
2016-08-05,197.05,0.0,197.05
2016-08-06,320.38800000000003,0.0,320.38800000000003
2016-08-07,179.97,0.0,179.97
2016-08-08,1115.204,0.0,1115.204
2016-08-09,661.3539999999999,0.0,661.3539999999999
2016-08-10,0.0,0.0,0.0
2016-08-11,151.82,0.0,151.82
2016-08-12,3951.9605,0.0,3951.9605
2016-08-13,731.524,0.0,731.524
2016-08-14,923.688,0.0,923.688
2016-08-15,1680.2659999999998,0.0,1680.2659999999998
2016-08-16,204.54000000000002,0.0,204.54000000000002
2016-08-17,15.712,0.0,15.712
2016-08-18,496.114,0.0,496.114
2016-08-19,448.792,0.0,448.792
2016-08-20,14.78,0.0,14.78
2016-08-21,4798.2919999999995,0.0,4798.2919999999995
2016-08-22,405.35,0.0,405.35
2016-08-23,4187.348,0.0,4187.348
2016-08-24,0.0,0.0,0.0
2016-08-25,0.0,0.0,0.0
2016-08-26,4874.298,0.0,4874.298
2016-08-27,767.9110000000001,0.0,767.9110000000001
2016-08-28,322.0248,0.0,322.0248
2016-08-29,632.188,0.0,632.188
2016-08-30,1656.8700000000001,0.0,1656.8700000000001
2016-08-31,23.968,0.0,23.968
2016-09-01,5766.152,0.0,5766.152
2016-09-02,6792.193,0.0,6792.193
2016-09-03,2365.596,0.0,2365.596
2016-09-04,4532.0419999999995,0.0,4532.0419999999995
2016-09-05,5226.348,0.0,5226.348
2016-09-06,1313.536,0.0,1313.536
2016-09-07,0.0,0.0,0.0
2016-09-08,4493.9836000000005,0.0,4493.9836000000005
2016-09-09,84.992,0.0,84.992
2016-09-10,2094.324,0.0,2094.324
2016-09-11,6501.586,0.0,6501.586
2016-09-12,2043.792,0.0,2043.792
2016-09-13,2374.73,0.0,2374.73
2016-09-14,1137.338,0.0,1137.338
2016-09-15,2101.1820000000002,0.0,2101.1820000000002
2016-09-16,425.88599999999997,0.0,425.88599999999997
2016-09-17,2043.126,0.0,2043.126
2016-09-18,4751.082,0.0,4751.082
2016-09-19,3839.312,0.0,3839.312
2016-09-20,1232.004,0.0,1232.004
2016-09-21,0.0,0.0,0.0
2016-09-22,615.57,0.0,615.57
2016-09-23,1322.145,0.0,1322.145
2016-09-24,2286.05,0.0,2286.05
2016-09-25,3443.091,0.0,3443.091
2016-09-26,2698.1665,0.0,2698.1665
2016-09-27,1992.9858,0.0,1992.9858
2016-09-28,99.136,0.0,99.136
2016-09-29,1307.792,0.0,1307.792
2016-09-30,525.884,0.0,525.884
2016-10-01,781.414,0.0,781.414
2016-10-02,18452.972,0.0,18452.972
2016-10-03,1680.696,0.0,1680.696
2016-10-04,5912.782,0.0,5912.782
2016-10-05,0.0,0.0,0.0
2016-10-06,830.4000000000001,0.0,830.4000000000001
2016-10-07,973.712,0.0,973.712
2016-10-08,561.5360000000001,0.0,561.5360000000001
2016-10-09,546.92,0.0,546.92
2016-10-10,282.75300000000004,0.0,282.75300000000004
2016-10-11,33.064,0.0,33.064
2016-10-12,0.0,0.0,0.0
2016-10-13,1650.618,0.0,1650.618
2016-10-14,3335.888,0.0,3335.888
2016-10-15,1620.15,0.0,1620.15
2016-10-16,142.182,0.0,142.182
2016-10-17,2953.346,0.0,2953.346
2016-10-18,307.92,0.0,307.92
2016-10-19,0.0,0.0,0.0
2016-10-20,946.174,0.0,946.174
2016-10-21,7951.592,0.0,7951.592
2016-10-22,188.28,0.0,188.28
2016-10-23,467.42199999999997,0.0,467.42199999999997
2016-10-24,1365.498,0.0,1365.498
2016-10-25,783.96,0.0,783.96
2016-10-26,0.0,0.0,0.0
2016-10-27,978.7900000000001,0.0,978.7900000000001
2016-10-28,2899.0209999999997,0.0,2899.0209999999997
2016-10-29,131.154,0.0,131.154
2016-10-30,159.002,0.0,159.002
2016-10-31,3750.4990000000003,0.0,3750.4990000000003
2016-11-01,453.374,0.0,453.374
2016-11-02,0.0,0.0,0.0
2016-11-03,3802.7960000000003,0.0,3802.7960000000003
2016-11-04,3888.8179999999998,0.0,3888.8179999999998
2016-11-05,4266.8988,0.0,4266.8988
2016-11-06,773.2560000000001,0.0,773.2560000000001
2016-11-07,3810.464,0.0,3810.464
2016-11-08,993.9000000000001,0.0,993.9000000000001
2016-11-09,479.97,0.0,479.97
2016-11-10,4723.478,0.0,4723.478
2016-11-11,4944.296,0.0,4944.296
2016-11-12,4914.938,0.0,4914.938
2016-11-13,2945.138,0.0,2945.138
2016-11-14,2774.0620000000004,0.0,2774.0620000000004
2016-11-15,2145.718,0.0,2145.718
2016-11-16,36.72,0.0,36.72
2016-11-17,142.684,0.0,142.684
2016-11-18,3958.9320000000002,0.0,3958.9320000000002
2016-11-19,638.462,0.0,638.462
2016-11-20,3070.333,0.0,3070.333
2016-11-21,1176.891,0.0,1176.891
2016-11-22,317.044,0.0,317.044
2016-11-23,100.61599999999999,0.0,100.61599999999999
2016-11-24,6394.5380000000005,0.0,6394.5380000000005
2016-11-25,7978.551,0.0,7978.551
2016-11-26,8329.743,0.0,8329.743
2016-11-27,1651.239,0.0,1651.239
2016-11-28,3428.372,0.0,3428.372
2016-11-29,300.592,0.0,300.592
2016-11-30,970.142,0.0,970.142
2016-12-01,7365.455,0.0,7365.455
2016-12-02,4684.616,0.0,4684.616
2016-12-03,5269.816,0.0,5269.816
2016-12-04,944.2860000000001,0.0,944.2860000000001
2016-12-05,5267.004,0.0,5267.004
2016-12-06,3878.276,0.0,3878.276
2016-12-07,0.0,0.0,0.0
2016-12-08,4709.095,0.0,4709.095
2016-12-09,1855.483,0.0,1855.483
2016-12-10,3459.71,0.0,3459.71
2016-12-11,6102.25,0.0,6102.25
2016-12-12,1981.115,0.0,1981.115
2016-12-13,1194.088,0.0,1194.088
2016-12-14,828.654,0.0,828.654
2016-12-15,2637.087,0.0,2637.087
2016-12-16,628.5419999999999,0.0,628.5419999999999
2016-12-17,12185.134,0.0,12185.134
2016-12-18,7051.35,0.0,7051.35
2016-12-19,815.1120000000001,0.0,815.1120000000001
2016-12-20,134.54,0.0,134.54
2016-12-21,0.0,0.0,0.0
2016-12-22,1043.128,0.0,1043.128
2016-12-23,6965.857,0.0,6965.857
2016-12-24,1938.26,0.0,1938.26
2016-12-25,10488.055,0.0,10488.055
2016-12-26,1829.418,0.0,1829.418
2016-12-27,959.49,0.0,959.49
2016-12-28,0.0,0.0,0.0
2016-12-29,1277.68,0.0,1277.68
2016-12-30,773.774,0.0,773.774
2016-12-31,731.768,0.0,731.768
2017-01-01,1481.8280000000002,0.0,1481.8280000000002
2017-01-02,2079.554,0.0,2079.554
2017-01-03,2070.272,0.0,2070.272
2017-01-04,0.0,0.0,0.0
2017-01-05,0.0,0.0,0.0
2017-01-06,33.74,0.0,33.74
2017-01-07,3395.59,0.0,3395.59
2017-01-08,892.98,0.0,892.98
2017-01-09,274.491,0.0,274.491
2017-01-10,0.0,0.0,0.0
2017-01-11,0.0,0.0,0.0
2017-01-12,848.52,0.0,848.52
2017-01-13,4619.33,0.0,4619.33
2017-01-14,1056.038,0.0,1056.038
2017-01-15,2140.28,0.0,2140.28
2017-01-16,6230.2919999999995,0.0,6230.2919999999995
2017-01-17,0.0,0.0,0.0
2017-01-18,0.0,0.0,0.0
2017-01-19,2013.715,0.0,2013.715
2017-01-20,767.838,0.0,767.838
2017-01-21,2546.643,0.0,2546.643
2017-01-22,4212.372,0.0,4212.372
2017-01-23,450.334,0.0,450.334
2017-01-24,418.66599999999994,0.0,418.66599999999994
2017-01-25,0.0,0.0,0.0
2017-01-26,3055.2799999999997,0.0,3055.2799999999997
2017-01-27,331.914,0.0,331.914
2017-01-28,1007.52,0.0,1007.52
2017-01-29,294.842,0.0,294.842
2017-01-30,3749.335,0.0,3749.335
2017-01-31,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0
2017-02-02,913.354,0.0,913.354
2017-02-03,922.327,0.0,922.327
2017-02-04,32.67,0.0,32.67
2017-02-05,2263.012,0.0,2263.012
2017-02-06,904.354,0.0,904.354
2017-02-07,0.0,0.0,0.0
2017-02-08,0.0,0.0,0.0
2017-02-09,773.7639999999999,0.0,773.7639999999999
2017-02-10,227.103,0.0,227.103
2017-02-11,1241.516,0.0,1241.516
2017-02-12,0.0,0.0,0.0
2017-02-13,1058.43,0.0,1058.43
2017-02-14,0.0,0.0,0.0
2017-02-15,0.0,0.0,0.0
2017-02-16,1337.442,0.0,1337.442
2017-02-17,2964.8174,0.0,2964.8174
2017-02-18,287.326,0.0,287.326
2017-02-19,1314.59,0.0,1314.59
2017-02-20,1150.29,0.0,1150.29
2017-02-21,47.904,0.0,47.904
2017-02-22,0.0,0.0,0.0
2017-02-23,117.79999999999998,0.0,117.79999999999998
2017-02-24,1448.676,0.0,1448.676
2017-02-25,430.49199999999996,0.0,430.49199999999996
2017-02-26,2847.6459999999997,0.0,2847.6459999999997
2017-02-27,0.0,0.0,0.0
2017-02-28,17.62,0.0,17.62
2017-03-01,0.0,0.0,0.0
2017-03-02,1450.126,0.0,1450.126
2017-03-03,2000.1039999999998,0.0,2000.1039999999998
2017-03-04,228.822,0.0,228.822
2017-03-05,1240.02,0.0,1240.02
2017-03-06,778.236,0.0,778.236
2017-03-07,166.59,0.0,166.59
2017-03-08,843.1,0.0,843.1
2017-03-09,710.804,0.0,710.804
2017-03-10,1252.952,0.0,1252.952
2017-03-11,1973.708,0.0,1973.708
2017-03-12,353.28,0.0,353.28
2017-03-13,4791.35,0.0,4791.35
2017-03-14,49.616,0.0,49.616
2017-03-15,0.0,0.0,0.0
2017-03-16,2014.381,0.0,2014.381
2017-03-17,542.746,0.0,542.746
2017-03-18,1027.758,0.0,1027.758
2017-03-19,2166.248,0.0,2166.248
2017-03-20,899.568,0.0,899.568
2017-03-21,3332.636,0.0,3332.636
2017-03-22,0.0,0.0,0.0
2017-03-23,14816.068,0.0,14816.068
2017-03-24,1257.298,0.0,1257.298
2017-03-25,3567.026,0.0,3567.026
2017-03-26,3252.88,0.0,3252.88
2017-03-27,2933.516,0.0,2933.516
2017-03-28,1504.702,0.0,1504.702
2017-03-29,81.4,0.0,81.4
2017-03-30,656.407,0.0,656.407
2017-03-31,4981.010799999999,0.0,4981.010799999999
2017-04-01,5972.988,0.0,5972.988
2017-04-02,822.97,0.0,822.97
2017-04-03,32.528,0.0,32.528
2017-04-04,808.47,0.0,808.47
2017-04-05,0.0,0.0,0.0
2017-04-06,114.41999999999999,0.0,114.41999999999999
2017-04-07,1971.2905,0.0,1971.2905
2017-04-08,6401.93,0.0,6401.93
2017-04-09,1626.71,0.0,1626.71
2017-04-10,755.529,0.0,755.529
2017-04-11,319.806,0.0,319.806
2017-04-12,69.66,0.0,69.66
2017-04-13,1345.8239999999998,0.0,1345.8239999999998
2017-04-14,652.93,0.0,652.93
2017-04-15,332.338,0.0,332.338
2017-04-16,944.429,0.0,944.429
2017-04-17,3431.4590000000003,0.0,3431.4590000000003
2017-04-18,0.0,0.0,0.0
2017-04-19,0.0,0.0,0.0
2017-04-20,2033.24,0.0,2033.24
2017-04-21,1254.564,0.0,1254.564
2017-04-22,947.692,0.0,947.692
2017-04-23,1199.222,0.0,1199.222
2017-04-24,928.558,0.0,928.558
2017-04-25,678.113,0.0,678.113
2017-04-26,61.608000000000004,0.0,61.608000000000004
2017-04-27,576.5756,0.0,576.5756
2017-04-28,795.296,0.0,795.296
2017-04-29,1053.26,0.0,1053.26
2017-04-30,1390.1260000000002,0.0,1390.1260000000002
2017-05-01,4108.37,0.0,4108.37
2017-05-02,399.11,0.0,399.11
2017-05-03,1386.346,0.0,1386.346
2017-05-04,1389.4050000000002,0.0,1389.4050000000002
2017-05-05,185.123,0.0,185.123
2017-05-06,3183.3698,0.0,3183.3698
2017-05-07,2549.468,0.0,2549.468
2017-05-08,3658.5540000000005,0.0,3658.5540000000005
2017-05-09,1078.222,0.0,1078.222
2017-05-10,0.0,0.0,0.0
2017-05-11,449.469,0.0,449.469
2017-05-12,970.384,0.0,970.384
2017-05-13,3066.378,0.0,3066.378
2017-05-14,4182.062,0.0,4182.062
2017-05-15,421.264,0.0,421.264
2017-05-16,221.024,0.0,221.024
2017-05-17,0.0,0.0,0.0
2017-05-18,1830.508,0.0,1830.508
2017-05-19,4919.182,0.0,4919.182
2017-05-20,2997.578,0.0,2997.578
2017-05-21,538.02,0.0,538.02
2017-05-22,336.56199999999995,0.0,336.56199999999995
2017-05-23,241.436,0.0,241.436
2017-05-24,0.0,0.0,0.0
2017-05-25,886.026,0.0,886.026
2017-05-26,270.24,0.0,270.24
2017-05-27,2084.908,0.0,2084.908
2017-05-28,1480.103,0.0,1480.103
2017-05-29,691.108,0.0,691.108
2017-05-30,736.8904,0.0,736.8904
2017-05-31,0.0,0.0,0.0
2017-06-01,5058.362,0.0,5058.362
2017-06-02,135.70600000000002,0.0,135.70600000000002
2017-06-03,2952.036,0.0,2952.036
2017-06-04,279.414,0.0,279.414
2017-06-05,491.11199999999997,0.0,491.11199999999997
2017-06-06,31.349999999999998,0.0,31.349999999999998
2017-06-07,0.0,0.0,0.0
2017-06-08,2227.038,0.0,2227.038
2017-06-09,939.1329999999999,0.0,939.1329999999999
2017-06-10,2513.3430000000003,0.0,2513.3430000000003
2017-06-11,1580.894,0.0,1580.894
2017-06-12,1679.968,0.0,1679.968
2017-06-13,1156.018,0.0,1156.018
2017-06-14,0.0,0.0,0.0
2017-06-15,4057.51,0.0,4057.51
2017-06-16,2724.194,0.0,2724.194
2017-06-17,3896.672,0.0,3896.672
2017-06-18,1031.1555,0.0,1031.1555
2017-06-19,2115.941,0.0,2115.941
2017-06-20,1028.228,0.0,1028.228
2017-06-21,595.656,0.0,595.656
2017-06-22,579.019,0.0,579.019
2017-06-23,0.0,0.0,0.0
2017-06-24,1287.614,0.0,1287.614
2017-06-25,1508.3519999999999,0.0,1508.3519999999999
2017-06-26,4224.136,0.0,4224.136
2017-06-27,1644.906,0.0,1644.906
2017-06-28,0.0,0.0,0.0
2017-06-29,4521.9912,0.0,4521.9912
2017-06-30,4721.977,0.0,4721.977
2017-07-01,639.83,0.0,639.83
2017-07-02,169.192,0.0,169.192
2017-07-03,6963.4039999999995,0.0,6963.4039999999995
2017-07-04,0.0,0.0,0.0
2017-07-05,476.35400000000004,0.0,476.35400000000004
2017-07-06,380.37800000000004,0.0,380.37800000000004
2017-07-07,1620.25,0.0,1620.25
2017-07-08,1980.2640000000001,0.0,1980.2640000000001
2017-07-09,1671.214,0.0,1671.214
2017-07-10,359.21399999999994,0.0,359.21399999999994
2017-07-11,1728.892,0.0,1728.892
2017-07-12,3.816,0.0,3.816
2017-07-13,504.542,0.0,504.542
2017-07-14,3598.9339999999997,0.0,3598.9339999999997
2017-07-15,2132.229,0.0,2132.229
2017-07-16,316.636,0.0,316.636
2017-07-17,2191.873,0.0,2191.873
2017-07-18,2106.794,0.0,2106.794
2017-07-19,0.0,0.0,0.0
2017-07-20,2283.208,0.0,2283.208
2017-07-21,3685.944,0.0,3685.944
2017-07-22,556.3140000000001,0.0,556.3140000000001
2017-07-23,898.188,0.0,898.188
2017-07-24,2399.96,0.0,2399.96
2017-07-25,798.742,0.0,798.742
2017-07-26,2012.3020000000001,0.0,2012.3020000000001
2017-07-27,1142.68,0.0,1142.68
2017-07-28,1170.5639999999999,0.0,1170.5639999999999
2017-07-29,1391.294,0.0,1391.294
2017-07-30,523.376,0.0,523.376
2017-07-31,1558.028,0.0,1558.028
2017-08-01,2085.65,0.0,2085.65
2017-08-02,0.0,0.0,0.0
2017-08-03,531.348,0.0,531.348
2017-08-04,20.07,0.0,20.07
2017-08-05,503.676,0.0,503.676
2017-08-06,1424.026,0.0,1424.026
2017-08-07,3479.624,0.0,3479.624
2017-08-08,0.0,0.0,0.0
2017-08-09,0.0,0.0,0.0
2017-08-10,1823.0700000000002,0.0,1823.0700000000002
2017-08-11,708.726,0.0,708.726
2017-08-12,3693.084,0.0,3693.084
2017-08-13,2643.164,0.0,2643.164
